Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Fertilizer
130,70,45,6.5,500,25,SSP
135,70,45,6.5,500,25,SSP
140,70,45,6.5,500,25,SSP
145,70,45,6.5,500,25,SSP
150,70,45,6.5,500,25,SSP
120,75,50,7,600,30,SSP
125,75,50,7,600,30,SSP
130,75,50,7,600,30,SSP
135,75,50,7,600,30,SSP
140,75,50,7,600,30,SSP
145,75,50,7,600,30,SSP
150,75,50,7,600,30,SSP
120,80,55,7.5,500,20,SSP
125,80,30,7.5,500,20,SSP
130,80,30,7.5,500,20,SSP
135,80,30,7.5,500,20,SSP
140,80,40,7.5,500,20,SSP
145,80,40,7.5,500,20,SSP
150,80,40,7.5,500,20,SSP
100,40,40,6,800,15,19:19:19 NPK
105,40,40,6,800,15,19:19:19 NPK
110,40,40,6,800,15,19:19:19 NPK
115,40,40,6,800,15,19:19:19 NPK
120,40,40,6,800,15,19:19:19 NPK
100,45,45,6.5,900,20,19:19:19 NPK
105,45,45,6.5,900,20,19:19:19 NPK
110,45,45,6.5,900,20,19:19:19 NPK
115,45,45,6.5,900,20,19:19:19 NPK
120,45,45,6.5,900,20,19:19:19 NPK
100,50,50,7,800,25,19:19:19 NPK
105,50,50,7,800,25,19:19:19 NPK
110,50,50,7,800,25,19:19:19 NPK
115,50,50,7,800,25,19:19:19 NPK
120,50,50,7,800,25,19:19:19 NPK
100,55,55,7.5,900,15,19:19:19 NPK
105,55,55,7.5,900,15,19:19:19 NPK
110,55,55,7.5,900,15,19:19:19 NPK
115,55,55,7.5,900,15,19:19:19 NPK
120,55,55,7.5,900,15,19:19:19 NPK
100,60,60,6,800,20,19:19:19 NPK
105,60,60,6,800,20,19:19:19 NPK
110,60,60,6,800,20,19:19:19 NPK
115,60,60,6,800,20,19:19:19 NPK
120,60,60,6,800,20,19:19:19 NPK
100,40,45,6.5,900,25,Urea
105,40,45,6.5,900,25,Urea
110,40,45,6.5,900,25,Urea
115,40,45,6.5,900,25,Urea
120,40,45,6.5,900,25,Urea
100,45,50,7,800,15,Urea
105,45,50,7,800,15,Urea
110,45,50,7,800,15,Urea
115,45,50,7,800,15,Urea
120,45,50,7,800,15,Urea
100,50,55,7.5,900,20,Urea
105,50,55,7.5,900,20,Urea
110,50,55,7.5,900,20,Urea
115,50,55,7.5,900,20,Urea
120,50,55,7.5,900,20,Urea
100,55,60,6,800,25,Urea
105,55,60,6,800,25,Urea
110,55,60,6,800,25,Urea
115,55,60,6,800,25,Urea
120,55,60,6,800,25,Urea
100,60,40,6.5,900,15,Urea
105,60,40,6.5,900,15,Urea
110,60,40,6.5,900,15,Urea
115,60,40,6.5,900,15,Urea
120,60,40,6.5,900,15,Urea
100,40,50,7,800,15,19:19:19 NPK
105,40,50,7,800,15,19:19:19 NPK
110,40,50,7,800,15,19:19:19 NPK
115,40,50,7,800,15,19:19:19 NPK
120,40,50,7,800,15,19:19:19 NPK
100,45,55,7.5,900,20,19:19:19 NPK
105,45,55,7.5,900,20,19:19:19 NPK
110,45,55,7.5,900,20,19:19:19 NPK
115,45,55,7.5,900,20,19:19:19 NPK
120,45,55,7.5,900,20,19:19:19 NPK
100,50,60,6,800,25,19:19:19 NPK
105,50,60,6,800,25,19:19:19 NPK
110,50,60,6,800,25,19:19:19 NPK
115,50,60,6,800,25,19:19:19 NPK
120,50,60,6,800,25,19:19:19 NPK
100,55,40,6.5,900,15,19:19:19 NPK
105,55,40,6.5,900,15,19:19:19 NPK
110,55,40,6.5,900,15,19:19:19 NPK
115,55,40,6.5,900,15,19:19:19 NPK
120,55,40,6.5,900,15,19:19:19 NPK
100,60,45,7,800,20,19:19:19 NPK
105,60,45,7,800,20,19:19:19 NPK
110,60,45,7,800,20,19:19:19 NPK
115,60,45,7,800,20,19:19:19 NPK
120,60,45,7,800,20,19:19:19 NPK
100,40,55,7.5,900,25,Urea
105,40,55,7.5,900,25,Urea
110,40,55,7.5,900,25,Urea
115,40,55,7.5,900,25,Urea
120,40,55,7.5,900,25,Urea
100,45,60,6,800,15,Urea
105,45,60,6,800,15,Urea
110,45,60,6,800,15,Urea
115,45,60,6,800,15,Urea
120,45,60,6,800,15,Urea
100,50,40,6.5,900,20,Urea
105,50,40,6.5,900,20,Urea
110,50,40,6.5,900,20,Urea
115,50,40,6.5,900,20,Urea
120,50,40,6.5,900,20,Urea
100,55,45,7,800,25,Urea
105,55,45,7,800,25,Urea
110,55,45,7,800,25,Urea
115,55,45,7,800,25,Urea
120,55,45,7,800,25,Urea
100,60,50,7.5,900,15,Urea
105,60,50,7.5,900,15,Urea
110,60,50,7.5,900,15,Urea
115,60,50,7.5,900,15,Urea
120,60,50,7.5,900,15,Urea
100,40,60,6,800,15,19:19:19 NPK
105,40,60,6,800,15,19:19:19 NPK
110,40,60,6,800,15,19:19:19 NPK
115,40,60,6,800,15,19:19:19 NPK
120,40,60,6,800,15,19:19:19 NPK
100,45,40,6.5,900,20,19:19:19 NPK
105,45,40,6.5,900,20,19:19:19 NPK
110,45,40,6.5,900,20,19:19:19 NPK
115,45,40,6.5,900,20,19:19:19 NPK
120,45,40,6.5,900,20,19:19:19 NPK
100,50,45,7,800,25,19:19:19 NPK
105,50,45,7,800,25,19:19:19 NPK
110,50,45,7,800,25,19:19:19 NPK
115,50,45,7,800,25,19:19:19 NPK
120,50,45,7,800,25,19:19:19 NPK
100,55,50,7.5,900,15,19:19:19 NPK
105,55,50,7.5,900,15,19:19:19 NPK
110,55,50,7.5,900,15,19:19:19 NPK
115,55,50,7.5,900,15,19:19:19 NPK
120,55,50,7.5,900,15,19:19:19 NPK
100,60,55,6,800,20,19:19:19 NPK
105,60,55,6,800,20,19:19:19 NPK
110,60,55,6,800,20,19:19:19 NPK
115,60,55,6,800,20,19:19:19 NPK
120,60,55,6,800,20,19:19:19 NPK
60,40,40,6,800,25,10:26:26 NPK
65,40,40,6,800,25,10:26:26 NPK
70,40,40,6,800,25,10:26:26 NPK
75,40,40,6,800,25,10:26:26 NPK
80,40,40,6,800,25,10:26:26 NPK
60,45,45,6.5,900,30,10:26:26 NPK
65,45,45,6.5,900,30,10:26:26 NPK
70,45,45,6.5,900,30,10:26:26 NPK
75,45,45,6.5,900,30,10:26:26 NPK
80,45,45,6.5,900,30,10:26:26 NPK
60,50,50,7,800,25,10:26:26 NPK
65,50,50,7,800,25,10:26:26 NPK
70,50,50,7,800,25,10:26:26 NPK
75,50,50,7,800,25,10:26:26 NPK
80,50,50,7,800,25,10:26:26 NPK
60,55,55,7.5,900,30,10:26:26 NPK
65,55,55,7.5,900,30,10:26:26 NPK
70,55,55,7.5,900,30,10:26:26 NPK
75,55,55,7.5,900,30,10:26:26 NPK
80,55,55,7.5,900,30,10:26:26 NPK
60,60,60,6,800,25,10:26:26 NPK
65,60,60,6,800,25,10:26:26 NPK
70,60,60,6,800,25,10:26:26 NPK
75,60,60,6,800,25,10:26:26 NPK
80,60,60,6,800,25,10:26:26 NPK
60,40,45,6.5,900,30,Urea
65,40,45,6.5,900,30,Urea
70,40,45,6.5,900,30,Urea
75,40,45,6.5,900,30,Urea
80,40,45,6.5,900,30,Urea
60,45,50,7,800,25,Urea
65,45,50,7,800,25,Urea
70,45,50,7,800,25,Urea
75,45,50,7,800,25,Urea
80,45,50,7,800,25,Urea
60,50,55,7.5,900,30,Urea
65,50,55,7.5,900,30,Urea
70,50,55,7.5,900,30,Urea
75,50,55,7.5,900,30,Urea
80,50,55,7.5,900,30,Urea
60,55,60,6,800,25,Urea
65,55,60,6,800,25,Urea
70,55,60,6,800,25,Urea
75,55,60,6,800,25,Urea
80,55,60,6,800,25,Urea
60,60,40,6.5,900,30,Urea
65,60,40,6.5,900,30,Urea
70,60,40,6.5,900,30,Urea
75,60,40,6.5,900,30,Urea
80,60,40,6.5,900,30,Urea
60,40,50,7,800,25,SSP
65,40,50,7,800,25,SSP
70,40,50,7,800,25,SSP
75,40,50,7,800,25,SSP
80,40,50,7,800,25,SSP
60,45,55,7.5,900,30,SSP
65,45,55,7.5,900,30,SSP
70,45,55,7.5,900,30,SSP
75,45,55,7.5,900,30,SSP
80,45,55,7.5,900,30,SSP
60,50,60,6,800,25,SSP
65,50,60,6,800,25,SSP
70,50,60,6,800,25,SSP
75,50,60,6,800,25,SSP
80,50,60,6,800,25,SSP
60,55,40,6.5,900,30,SSP
65,55,40,6.5,900,30,SSP
70,55,40,6.5,900,30,SSP
75,55,40,6.5,900,30,SSP
80,55,40,6.5,900,30,SSP
60,60,45,7,800,25,SSP
65,60,45,7,800,25,SSP
70,60,45,7,800,25,SSP
75,60,45,7,800,25,SSP
80,60,45,7,800,25,SSP
60,40,55,7.5,900,30,10:26:26 NPK
65,40,55,7.5,900,30,10:26:26 NPK
70,40,55,7.5,900,30,10:26:26 NPK
75,40,55,7.5,900,30,10:26:26 NPK
80,40,55,7.5,900,30,10:26:26 NPK
60,45,60,6,800,25,10:26:26 NPK
65,45,60,6,800,25,10:26:26 NPK
70,45,60,6,800,25,10:26:26 NPK
75,45,60,6,800,25,10:26:26 NPK
80,45,60,6,800,25,10:26:26 NPK
60,50,40,6.5,900,30,10:26:26 NPK
65,50,40,6.5,900,30,10:26:26 NPK
70,50,40,6.5,900,30,10:26:26 NPK
75,50,40,6.5,900,30,10:26:26 NPK
80,50,40,6.5,900,30,10:26:26 NPK
60,55,45,7,800,25,10:26:26 NPK
65,55,45,7,800,25,10:26:26 NPK
70,55,45,7,800,25,10:26:26 NPK
75,55,45,7,800,25,10:26:26 NPK
80,55,45,7,800,25,10:26:26 NPK
60,60,50,7.5,900,30,10:26:26 NPK
65,60,50,7.5,900,30,10:26:26 NPK
70,60,50,7.5,900,30,10:26:26 NPK
75,60,50,7.5,900,30,10:26:26 NPK
80,60,50,7.5,900,30,10:26:26 NPK
60,40,60,6,800,25,Urea
65,40,60,6,800,25,Urea
70,40,60,6,800,25,Urea
75,40,60,6,800,25,Urea
80,40,60,6,800,25,Urea
60,45,40,6.5,900,30,Urea
65,45,40,6.5,900,30,Urea
70,45,40,6.5,900,30,Urea
75,45,40,6.5,900,30,Urea
80,45,40,6.5,900,30,Urea
60,50,45,7,800,25,Urea
65,50,45,7,800,25,Urea
70,50,45,7,800,25,Urea
75,50,45,7,800,25,Urea
80,50,45,7,800,25,Urea
60,55,50,7.5,900,30,Urea
65,55,50,7.5,900,30,Urea
70,55,50,7.5,900,30,Urea
75,55,50,7.5,900,30,Urea
80,55,50,7.5,900,30,Urea
60,60,45,6,800,25,Urea
65,60,45,6,800,25,Urea
70,60,45,6,800,25,Urea
75,60,45,6,800,25,Urea
80,60,45,6,800,25,Urea
20,40,20,6,800,25,Chilated Micronutrient
25,40,20,6,800,25,Chilated Micronutrient
30,40,20,6,800,25,Chilated Micronutrient
20,45,25,6.5,900,30,Chilated Micronutrient
25,45,25,6.5,900,30,Chilated Micronutrient
30,45,25,6.5,900,30,Chilated Micronutrient
20,50,30,7,800,25,Chilated Micronutrient
25,50,30,7,800,25,Chilated Micronutrient
30,50,30,7,800,25,Chilated Micronutrient
20,40,25,6,900,30,SSP
25,40,25,6,900,30,SSP
30,40,25,6,900,30,SSP
20,45,30,6.5,800,25,SSP
25,45,30,6.5,800,25,SSP
30,45,30,6.5,800,25,SSP
20,50,20,7,900,30,SSP
25,50,20,7,900,30,SSP
30,50,20,7,900,30,SSP
20,40,30,6,800,25,Chilated Micronutrient
25,40,30,6,800,25,Chilated Micronutrient
30,40,30,6,800,25,Chilated Micronutrient
20,45,20,6.5,900,30,Chilated Micronutrient
25,45,20,6.5,900,30,Chilated Micronutrient
30,45,20,6.5,900,30,Chilated Micronutrient
20,50,25,7,800,25,Chilated Micronutrient
25,50,25,7,800,25,Chilated Micronutrient
30,50,25,7,800,25,Chilated Micronutrient
25,20,40,5.5,1500,20,Urea
30,20,40,5.5,1500,20,Urea
20,20,40,5.5,1500,20,Urea
30,25,45,6,1600,25,Urea
20,25,45,6,1600,25,Urea
25,25,45,6,1600,25,Urea
20,30,50,6.5,1700,30,Urea
25,30,50,6.5,1700,30,Urea
30,30,50,6.5,1700,30,Urea
25,20,45,5.5,1500,20,Ferrous Sulphate
30,20,45,5.5,1500,20,Ferrous Sulphate
20,20,45,5.5,1500,20,Ferrous Sulphate
30,25,50,6,1600,25,Ferrous Sulphate
20,25,50,6,1600,25,Ferrous Sulphate
25,25,50,6,1600,25,Ferrous Sulphate
20,30,40,6.5,1700,30,Ferrous Sulphate
25,30,40,6.5,1700,30,Ferrous Sulphate
30,30,40,6.5,1700,30,Ferrous Sulphate
25,20,50,5.5,1500,20,White Potash
30,20,50,5.5,1500,20,White Potash
20,20,50,5.5,1500,20,White Potash
25,20,40,5.5,1500,20,White Potash
30,25,40,6,1600,25,White Potash
20,25,40,6,1600,25,White Potash
25,25,40,6,1600,25,White Potash
20,30,45,6.5,1700,30,White Potash
25,30,45,6.5,1700,30,White Potash
30,30,45,6.5,1700,30,White Potash
100,20,45,6,700,25,Magnesium Sulphate
105,20,45,6,700,25,Magnesium Sulphate
110,20,45,6,700,25,Magnesium Sulphate
115,20,45,6,700,25,Magnesium Sulphate
120,20,45,6,700,25,Magnesium Sulphate
100,25,50,6.5,800,30,Magnesium Sulphate
105,25,50,6.5,800,30,Magnesium Sulphate
110,25,50,6.5,800,30,Magnesium Sulphate
115,25,50,6.5,800,30,Magnesium Sulphate
120,25,50,6.5,800,30,Magnesium Sulphate
100,30,55,7,900,35,Magnesium Sulphate
105,30,55,7,900,35,Magnesium Sulphate
110,30,55,7,900,35,Magnesium Sulphate
115,30,55,7,900,35,Magnesium Sulphate
120,30,55,7,900,35,Magnesium Sulphate
100,20,50,7.5,1000,25,12:32:16 NPK
105,20,50,7.5,1000,25,12:32:16 NPK
110,20,50,7.5,1000,25,12:32:16 NPK
115,20,50,7.5,1000,25,12:32:16 NPK
120,20,50,7.5,1000,25,12:32:16 NPK
100,25,55,6,700,30,12:32:16 NPK
105,25,55,6,700,30,12:32:16 NPK
110,25,55,6,700,30,12:32:16 NPK
115,25,55,6,700,30,12:32:16 NPK
120,25,55,6,700,30,12:32:16 NPK
100,30,45,6.5,800,35,12:32:16 NPK
105,30,45,6.5,800,35,12:32:16 NPK
110,30,45,6.5,800,35,12:32:16 NPK
115,30,45,6.5,800,35,12:32:16 NPK
120,30,45,6.5,800,35,12:32:16 NPK
100,20,55,7,900,25,DAP
105,20,55,7,900,25,DAP
110,20,55,7,900,25,DAP
115,20,55,7,900,25,DAP
120,20,55,7,900,25,DAP
100,25,45,7.5,1000,30,DAP
105,25,45,7.5,1000,30,DAP
110,25,45,7.5,1000,30,DAP
115,25,45,7.5,1000,30,DAP
120,25,45,7.5,1000,30,DAP
100,30,50,6,700,35,DAP
105,30,50,6,700,35,DAP
110,30,50,6,700,35,DAP
115,30,50,6,700,35,DAP
120,30,50,6,700,35,DAP
30,40,20,6,600,25,Urea
35,40,20,6,600,25,Urea
40,40,20,6,600,25,Urea
30,45,25,6.5,700,30,Urea
35,45,25,6.5,700,30,Urea
40,45,25,6.5,700,30,Urea
30,50,30,7,800,35,Urea
35,50,30,7,800,35,Urea
40,50,30,7,800,35,Urea
30,55,20,6,600,25,Urea
35,55,20,6,600,25,Urea
40,55,20,6,600,25,Urea
30,60,25,6.5,700,30,Urea
35,60,25,6.5,700,30,Urea
40,60,25,6.5,700,30,Urea
30,40,30,7,800,35,MOP
35,40,30,7,800,35,MOP
40,40,30,7,800,35,MOP
30,45,20,6,600,25,MOP
35,45,20,6,600,25,MOP
40,45,20,6,600,25,MOP
30,50,25,6.5,700,30,MOP
35,50,25,6.5,700,30,MOP
40,50,25,6.5,700,30,MOP
30,55,30,7,800,35,MOP
35,55,30,7,800,35,MOP
40,55,30,7,800,35,MOP
30,60,20,6,600,25,MOP
35,60,20,6,600,25,MOP
40,60,20,6,600,25,MOP
30,40,25,6.5,700,30,SSP
35,40,25,6.5,700,30,SSP
40,40,25,6.5,700,30,SSP
30,45,30,7,800,35,SSP
35,45,30,7,800,35,SSP
40,45,30,7,800,35,SSP
30,50,20,6,600,25,SSP
35,50,20,6,600,25,SSP
40,50,20,6,600,25,SSP
30,55,25,6.5,700,30,SSP
35,55,25,6.5,700,30,SSP
40,55,25,6.5,700,30,SSP
30,60,30,7,800,35,SSP
35,60,30,7,800,35,SSP
40,60,30,7,800,35,SSP
40,20,20,6.5,400,25,MOP
45,20,20,6.5,400,25,MOP
50,20,20,6.5,400,25,MOP
40,25,25,7,500,30,MOP
45,25,25,7,500,30,MOP
50,25,25,7,500,30,MOP
40,30,30,7.5,600,35,MOP
45,30,30,7.5,600,35,MOP
50,30,30,7.5,600,35,MOP
40,20,25,6.5,400,25,Urea
45,20,25,6.5,400,25,Urea
50,20,25,6.5,400,25,Urea
40,25,30,7,500,30,Urea
45,25,30,7,500,30,Urea
50,25,30,7,500,30,Urea
40,30,20,7.5,600,35,Urea
45,30,20,7.5,600,35,Urea
50,30,20,7.5,600,35,Urea
40,20,30,6.5,400,25,SSP
45,20,30,6.5,400,25,SSP
50,20,30,6.5,400,25,SSP
40,25,20,7,500,30,SSP
45,25,20,7,500,30,SSP
50,25,20,7,500,30,SSP
40,30,25,7.5,600,35,SSP
45,30,25,7.5,600,35,SSP
50,30,25,7.5,600,35,SSP
100,50,50,5.5,700,35,Urea
105,50,50,5.5,700,35,Urea
110,50,50,5.5,700,35,Urea
115,50,50,5.5,700,35,Urea
120,50,50,5.5,700,35,Urea
100,55,55,6,800,40,Urea
105,55,55,6,800,40,Urea
110,55,55,6,800,40,Urea
115,55,55,6,800,40,Urea
120,55,55,6,800,40,Urea
100,60,60,6.5,900,35,Urea
105,60,60,6.5,900,35,Urea
110,60,60,6.5,900,35,Urea
115,60,60,6.5,900,35,Urea
120,60,60,6.5,900,35,Urea
100,50,55,5.5,700,40,50:26:26 NPK
105,50,55,5.5,700,40,50:26:26 NPK
110,50,55,5.5,700,40,50:26:26 NPK
115,50,55,5.5,700,40,50:26:26 NPK
120,50,55,5.5,700,40,50:26:26 NPK
100,55,60,6,800,35,50:26:26 NPK
105,55,60,6,800,35,50:26:26 NPK
110,55,60,6,800,35,50:26:26 NPK
115,55,60,6,800,35,50:26:26 NPK
120,55,60,6,800,35,50:26:26 NPK
100,60,50,6.5,900,40,50:26:26 NPK
105,60,50,6.5,900,40,50:26:26 NPK
110,60,50,6.5,900,40,50:26:26 NPK
115,60,50,6.5,900,40,50:26:26 NPK
120,60,50,6.5,900,40,50:26:26 NPK
100,50,60,5.5,700,35,Urea
105,50,60,5.5,700,35,Urea
110,50,60,5.5,700,35,Urea
115,50,60,5.5,700,35,Urea
120,50,60,5.5,700,35,Urea
100,55,50,6,800,40,Urea
105,55,50,6,800,40,Urea
110,55,50,6,800,40,Urea
115,55,50,6,800,40,Urea
120,55,50,6,800,40,Urea
100,60,55,6.5,900,35,Urea
105,60,55,6.5,900,35,Urea
110,60,55,6.5,900,35,Urea
115,60,55,6.5,900,35,Urea
120,60,55,6.5,900,35,Urea
50,30,30,6,700,25,10:26:26 NPK
55,30,30,6,700,25,10:26:26 NPK
60,30,30,6,700,25,10:26:26 NPK
65,30,30,6,700,25,10:26:26 NPK
70,30,30,6,700,25,10:26:26 NPK
50,35,35,6.5,800,30,10:26:26 NPK
55,35,35,6.5,800,30,10:26:26 NPK
60,35,35,6.5,800,30,10:26:26 NPK
65,35,35,6.5,800,30,10:26:26 NPK
70,35,35,6.5,800,30,10:26:26 NPK
50,40,40,7,900,35,10:26:26 NPK
55,40,40,7,900,35,10:26:26 NPK
60,40,40,7,900,35,10:26:26 NPK
65,40,40,7,900,35,10:26:26 NPK
70,40,40,7,900,35,10:26:26 NPK
50,30,35,6,700,25,Urea
55,30,35,6,700,25,Urea
60,30,35,6,700,25,Urea
65,30,35,6,700,25,Urea
70,30,35,6,700,25,Urea
50,35,40,6.5,800,30,Urea
55,35,40,6.5,800,30,Urea
60,35,40,6.5,800,30,Urea
65,35,40,6.5,800,30,Urea
70,35,40,6.5,800,30,Urea
50,40,30,7,900,35,Urea
55,40,30,7,900,35,Urea
60,40,30,7,900,35,Urea
65,40,30,7,900,35,Urea
70,40,30,7,900,35,Urea
50,30,40,6,700,25,SSP
55,30,40,6,700,25,SSP
60,30,40,6,700,25,SSP
65,30,40,6,700,25,SSP
70,30,40,6,700,25,SSP
50,35,30,6.5,800,30,SSP
55,35,30,6.5,800,30,SSP
60,35,30,6.5,800,30,SSP
65,35,30,6.5,800,30,SSP
70,35,30,6.5,800,30,SSP
50,40,35,7,900,35,SSP
55,40,35,7,900,35,SSP
60,40,35,7,900,35,SSP
65,40,35,7,900,35,SSP
70,40,35,7,900,35,SSP
20,30,15,6,700,20,Urea
25,30,15,6,700,20,Urea
30,30,15,6,700,20,Urea
20,35,20,6.5,800,25,Urea
25,35,20,6.5,800,25,Urea
30,35,20,6.5,800,25,Urea
20,40,15,7,900,30,Urea
25,40,15,7,900,30,Urea
30,40,15,7,900,30,Urea
20,30,20,6,700,20,MOP
25,30,20,6,700,20,MOP
30,30,20,6,700,20,MOP
20,35,15,6.5,800,25,MOP
25,35,15,6.5,800,25,MOP
30,35,15,6.5,800,25,MOP
20,40,20,7,900,30,MOP
25,40,20,7,900,30,MOP
30,40,20,7,900,30,MOP
100,50,40,6.5,700,15,19:19:19 NPK
105,50,40,6.5,700,15,19:19:19 NPK
110,50,40,6.5,700,15,19:19:19 NPK
115,50,40,6.5,700,15,19:19:19 NPK
120,50,40,6.5,700,15,19:19:19 NPK
100,55,45,7,800,20,19:19:19 NPK
105,55,45,7,800,20,19:19:19 NPK
110,55,45,7,800,20,19:19:19 NPK
115,55,45,7,800,20,19:19:19 NPK
120,55,45,7,800,20,19:19:19 NPK
100,60,50,7.5,900,15,19:19:19 NPK
105,60,50,7.5,900,15,19:19:19 NPK
110,60,50,7.5,900,15,19:19:19 NPK
115,60,50,7.5,900,15,19:19:19 NPK
120,60,50,7.5,900,15,19:19:19 NPK
100,50,45,6.5,700,20,Urea
105,50,45,6.5,700,20,Urea
110,50,45,6.5,700,20,Urea
115,50,45,6.5,700,20,Urea
120,50,45,6.5,700,20,Urea
100,55,50,7,800,15,Urea
105,55,50,7,800,15,Urea
110,55,50,7,800,15,Urea
115,55,50,7,800,15,Urea
120,55,50,7,800,15,Urea
100,60,40,7.5,900,20,Urea
105,60,40,7.5,900,20,Urea
110,60,40,7.5,900,20,Urea
115,60,40,7.5,900,20,Urea
120,60,40,7.5,900,20,Urea
100,50,50,6.5,700,15,19:19:19 NPK
105,50,50,6.5,700,15,19:19:19 NPK
110,50,50,6.5,700,15,19:19:19 NPK
115,50,50,6.5,700,15,19:19:19 NPK
120,50,50,6.5,700,15,19:19:19 NPK
100,55,40,7,800,20,19:19:19 NPK
105,55,40,7,800,20,19:19:19 NPK
110,55,40,7,800,20,19:19:19 NPK
115,55,40,7,800,20,19:19:19 NPK
120,55,40,7,800,20,19:19:19 NPK
100,60,45,7.5,900,15,19:19:19 NPK
105,60,45,7.5,900,15,19:19:19 NPK
110,60,45,7.5,900,15,19:19:19 NPK
115,60,45,7.5,900,15,19:19:19 NPK
120,60,45,7.5,900,15,19:19:19 NPK
20,30,20,5.5,700,25,Chilated Micronutrient
25,30,20,5.5,700,25,Chilated Micronutrient
30,30,20,5.5,700,25,Chilated Micronutrient
20,35,25,6,800,30,Chilated Micronutrient
25,35,25,6,800,30,Chilated Micronutrient
30,35,25,6,800,30,Chilated Micronutrient
20,40,30,6.5,900,35,Chilated Micronutrient
25,40,30,6.5,900,35,Chilated Micronutrient
30,40,30,6.5,900,35,Chilated Micronutrient
20,30,25,5.5,700,25,SSP
25,30,25,5.5,700,25,SSP
30,30,25,5.5,700,25,SSP
20,35,30,6,800,30,SSP
25,35,30,6,800,30,SSP
30,35,30,6,800,30,SSP
20,40,20,6.5,900,35,SSP
25,40,20,6.5,900,35,SSP
30,40,20,6.5,900,35,SSP
20,30,30,5.5,700,25,Chilated Micronutrient
25,30,30,5.5,700,25,Chilated Micronutrient
30,30,30,5.5,700,25,Chilated Micronutrient
20,35,20,6,800,30,Chilated Micronutrient
25,35,20,6,800,30,Chilated Micronutrient
30,35,20,6,800,30,Chilated Micronutrient
20,40,25,6.5,900,35,Chilated Micronutrient
25,40,25,6.5,900,35,Chilated Micronutrient
30,40,25,6.5,900,35,Chilated Micronutrient
30,30,20,6,700,25,Urea
35,30,20,6,700,25,Urea
40,30,20,6,700,25,Urea
30,35,25,6.5,800,30,Urea
35,35,25,6.5,800,30,Urea
40,35,25,6.5,800,30,Urea
30,40,30,7,900,35,Urea
35,40,30,7,900,35,Urea
40,40,30,7,900,35,Urea
30,30,25,6,700,25,SSP
35,30,25,6,700,25,SSP
40,30,25,6,700,25,SSP
30,35,30,6.5,800,30,SSP
35,35,30,6.5,800,30,SSP
40,35,30,6.5,800,30,SSP
30,40,20,7,900,35,SSP
35,40,20,7,900,35,SSP
40,40,20,7,900,35,SSP
30,30,30,6,700,25,DAP
35,30,30,6,700,25,DAP
40,30,30,6,700,25,DAP
30,35,20,6.5,800,30,DAP
35,35,20,6.5,800,30,DAP
40,35,20,6.5,800,30,DAP
30,40,25,7,900,35,DAP
35,40,25,7,900,35,DAP
40,40,25,7,900,35,DAP
30,40,20,6,700,15,DAP
35,40,20,6,700,15,DAP
40,40,20,6,700,15,DAP
30,45,25,6.5,800,20,DAP
35,45,25,6.5,800,20,DAP
40,45,25,6.5,800,20,DAP
30,50,30,7,900,15,DAP
35,50,30,7,900,15,DAP
40,50,30,7,900,15,DAP
30,40,25,7.5,700,20,MOP
35,40,25,7.5,700,20,MOP
40,40,25,7.5,700,20,MOP
30,45,30,6,800,15,MOP
35,45,30,6,800,15,MOP
40,45,30,6,800,15,MOP
30,50,20,6.5,900,20,MOP
35,50,20,6.5,900,20,MOP
40,50,20,6.5,900,20,MOP
30,40,30,7,700,15,DAP
35,40,30,7,700,15,DAP
40,40,30,7,700,15,DAP
30,45,20,7.5,800,20,DAP
35,45,20,7.5,800,20,DAP
40,45,20,7.5,800,20,DAP
30,50,25,6,900,15,DAP
35,50,25,6,900,15,DAP
40,50,25,6,900,15,DAP
120,60,120,6.5,1000,20,MOP
125,60,120,6.5,1000,20,MOP
130,60,120,6.5,1000,20,MOP
135,60,120,6.5,1000,20,MOP
140,60,120,6.5,1000,20,MOP
145,60,120,6.5,1000,20,MOP
150,60,120,6.5,1000,20,MOP
120,65,125,7,1100,25,MOP
125,65,125,7,1100,25,MOP
130,65,125,7,1100,25,MOP
135,65,125,7,1100,25,MOP
140,65,125,7,1100,25,MOP
145,65,125,7,1100,25,MOP
150,65,125,7,1100,25,MOP
120,70,130,7.5,1200,30,MOP
125,70,130,7.5,1200,30,MOP
130,70,130,7.5,1200,30,MOP
135,70,130,7.5,1200,30,MOP
140,70,130,7.5,1200,30,MOP
145,70,130,7.5,1200,30,MOP
150,70,130,7.5,1200,30,MOP
120,75,135,6.5,1300,35,MOP
125,75,135,6.5,1300,35,MOP
130,75,135,6.5,1300,35,MOP
135,75,135,6.5,1300,35,MOP
140,75,135,6.5,1300,35,MOP
145,75,135,6.5,1300,35,MOP
150,75,135,6.5,1300,35,MOP
120,80,140,7,1400,20,MOP
125,80,140,7,1400,20,MOP
130,80,140,7,1400,20,MOP
135,80,140,7,1400,20,MOP
140,80,140,7,1400,20,MOP
145,80,140,7,1400,20,MOP
150,80,140,7,1400,20,MOP
120,60,145,7.5,1500,25,Urea
125,60,145,7.5,1500,25,Urea
130,60,145,7.5,1500,25,Urea
135,60,145,7.5,1500,25,Urea
140,60,145,7.5,1500,25,Urea
145,60,145,7.5,1500,25,Urea
150,60,145,7.5,1500,25,Urea
120,65,150,6.5,1000,30,Urea
125,65,150,6.5,1000,30,Urea
